OrderID,OrderDate,CustomerID,ProductID,RegionID,Salesperson,Quantity,Discount,SalesAmount,CostAmount
O000672,2024-07-12,C00041,P0055,4,Arun,2,0.0,37183.68,26342.1
O000673,2025-01-29,C00221,P0006,3,Arun,9,0.05,179285.29,152476.02
O000674,2025-01-18,C00130,P0006,1,Arun,2,0.2,33550.46,33883.56
O000675,2024-07-09,C00103,P0024,2,Arun,2,0.0,2786.24,2231.72
O000676,2025-07-23,C00143,P0075,4,Rahul,9,0.1,90825.62,81159.3
O000677,2025-04-26,C00259,P0073,5,Arun,9,0.0,23318.46,16845.66
O000678,2024-06-28,C00145,P0022,4,Vikram,1,0.2,10114.62,10050.38
O000679,2024-04-11,C00110,P0065,2,Priya,6,0.1,115552.71,105975.36
O000680,2024-06-23,C00055,P0024,4,Priya,7,0.0,9751.84,7811.02
O000681,2024-07-26,C00058,P0098,1,Arun,8,0.0,104740.8,74725.04
O000682,2024-05-13,C00185,P0091,4,Meena,1,0.0,1332.84,1049.0
O000683,2025-02-04,C00198,P0037,4,Meena,5,0.1,35963.37,33625.55
O000684,2025-09-22,C00116,P0071,2,Priya,4,0.15,29152.93,27366.72
O000685,2025-10-26,C00244,P0087,3,Arun,8,0.1,136788.12,115046.56
O000686,2024-11-28,C00268,P0085,5,Arun,3,0.05,62876.36,54216.99
O000687,2025-06-19,C00053,P0095,1,Rahul,2,0.05,35969.53,27404.4
O000688,2024-07-04,C00103,P0077,2,Priya,2,0.0,3295.76,2766.34
O000689,2024-12-18,C00256,P0036,2,Vikram,10,0.0,132997.8,98734.6
O000690,2025-08-20,C00205,P0046,4,Vikram,7,0.2,147277.26,139739.18
O000691,2025-02-16,C00076,P0099,1,Arun,5,0.05,96883.8,82468.5
O000692,2024-07-28,C00069,P0004,1,Arun,8,0.1,159630.34,133224.88
O000693,2025-12-13,C00196,P0078,1,Rahul,5,0.1,91270.31,68842.8
O000694,2024-04-09,C00040,P0085,4,Priya,8,0.0,176495.04,144578.64
O000695,2025-05-29,C00252,P0065,1,Sneha,9,0.05,182958.46,158963.04
O000696,2025-12-01,C00017,P0056,4,Arun,7,0.05,49542.17,38723.86
O000697,2025-09-29,C00227,P0059,2,Vikram,5,0.15,49744.68,41770.15
O000698,2024-06-06,C00221,P0018,3,Priya,8,0.1,84252.74,75275.84
O000699,2025-03-27,C00252,P0085,1,Vikram,10,0.05,209587.86,180723.3
O000700,2025-03-23,C00081,P0065,3,Priya,10,0.2,171189.2,176625.6
O000701,2025-04-29,C00181,P0099,4,Sneha,1,0.0,20396.59,16493.7
O000702,2024-02-22,C00188,P0045,2,Vikram,1,0.1,1495.1,1386.28
O000703,2025-05-04,C00195,P0013,2,Sneha,7,0.05,167883.24,133976.57
O000704,2025-05-28,C00127,P0031,1,Vikram,2,0.15,31383.7,30272.12
O000705,2024-03-12,C00157,P0015,3,Arun,9,0.0,107011.08,84322.62
O000706,2025-01-12,C00217,P0073,5,Priya,5,0.0,12954.7,9358.7
O000707,2025-01-19,C00012,P0041,2,Priya,6,0.05,117175.3,86792.88
O000708,2025-09-01,C00052,P0089,5,Sneha,8,0.05,118374.64,89936.96
O000709,2025-08-04,C00174,P0022,1,Sneha,7,0.0,88502.89,70352.66
O000710,2025-05-11,C00039,P0069,5,Sneha,1,0.0,11493.3,9440.21
O000711,2025-03-31,C00116,P0080,2,Arun,10,0.0,53850.1,44997.0
O000712,2024-10-16,C00035,P0073,4,Priya,7,0.0,18136.58,13102.18
O000713,2025-08-24,C00155,P0065,3,Priya,9,0.0,192587.85,158963.04
O000714,2024-12-11,C00129,P0080,4,Meena,9,0.0,48465.09,40497.3
O000715,2024-01-25,C00265,P0024,4,Rahul,8,0.0,11144.96,8926.88
O000716,2025-05-13,C00223,P0073,3,Arun,9,0.0,23318.46,16845.66
O000717,2025-01-14,C00124,P0020,5,Sneha,7,0.05,187732.63,134815.17
O000718,2025-10-04,C00033,P0082,2,Priya,5,0.15,98275.0,80348.0
O000719,2025-05-18,C00132,P0088,2,Priya,4,0.0,48668.04,36602.52
O000720,2024-06-28,C00126,P0040,4,Vikram,7,0.05,130309.88,101288.53
O000721,2025-11-02,C00104,P0021,3,Arun,5,0.1,40540.55,31786.95
O000722,2024-09-02,C00282,P0023,4,Arun,8,0.1,109122.26,81464.56
O000723,2024-03-03,C00043,P0041,5,Arun,7,0.15,122314.57,101258.36
O000724,2025-06-04,C00047,P0051,5,Meena,3,0.0,54898.83,41553.78
O000725,2025-03-29,C00257,P0016,3,Vikram,9,0.0,87349.05,58395.87
O000726,2025-10-19,C00122,P0077,3,Sneha,10,0.1,14830.92,13831.7
O000727,2025-08-30,C00121,P0055,3,Arun,3,0.0,55775.52,39513.15
O000728,2024-08-31,C00210,P0033,3,Arun,8,0.05,95464.06,73769.76
O000729,2025-06-22,C00058,P0041,1,Priya,4,0.2,65782.62,57861.92
O000730,2025-10-16,C00075,P0047,4,Sneha,5,0.0,61980.0,46371.6
O000731,2025-12-10,C00018,P0095,1,Arun,4,0.0,75725.32,54808.8
O000732,2024-11-20,C00186,P0088,2,Priya,7,0.0,85169.07,64054.41
O000733,2025-12-06,C00131,P0039,2,Sneha,4,0.15,25424.28,21683.12
O000734,2024-06-02,C00225,P0081,4,Meena,7,0.1,159589.02,138449.01
O000735,2024-08-30,C00042,P0100,4,Priya,7,0.2,31735.48,27239.38
O000736,2024-10-13,C00217,P0013,5,Meena,5,0.05,119916.6,95697.55
O000737,2024-10-27,C00281,P0095,2,Meena,1,0.1,17038.2,13702.2
O000738,2025-05-15,C00095,P0081,1,Meena,3,0.0,75994.77,59335.29
O000739,2024-07-04,C00157,P0041,3,Arun,3,0.0,61671.21,43396.44
O000740,2025-07-01,C00067,P0077,5,Sneha,8,0.05,12523.89,11065.36
O000741,2025-07-16,C00134,P0023,3,Sneha,5,0.0,75779.35,50915.35
O000742,2024-12-11,C00094,P0051,4,Vikram,4,0.0,73198.44,55405.04
O000743,2024-01-30,C00286,P0083,1,Rahul,2,0.2,32967.87,34963.46
O000744,2024-07-03,C00087,P0007,2,Priya,10,0.0,171405.1,125566.9
O000745,2024-04-03,C00189,P0022,1,Arun,1,0.1,11378.94,10050.38
O000746,2024-12-25,C00233,P0087,5,Rahul,4,0.0,75993.4,57523.28
O000747,2025-10-05,C00137,P0037,3,Priya,3,0.05,22776.8,20175.33
O000748,2024-07-10,C00111,P0037,5,Rahul,7,0.0,55943.02,47075.77
O000749,2025-08-22,C00015,P0038,4,Rahul,10,0.05,212928.15,159655.8
O000750,2024-08-11,C00299,P0088,5,Arun,1,0.05,11558.66,9150.63
O000751,2025-10-11,C00204,P0088,1,Priya,7,0.1,76652.16,64054.41
O000752,2024-08-17,C00049,P0072,3,Rahul,8,0.15,170672.93,137156.08
O000753,2025-12-28,C00024,P0001,3,Vikram,7,0.0,187198.27,136162.18
O000754,2024-11-27,C00190,P0017,1,Vikram,1,0.05,19270.88,15249.2
O000755,2024-08-20,C00258,P0064,5,Priya,3,0.0,64330.32,44438.79
O000756,2025-06-29,C00222,P0019,2,Sneha,1,0.2,1367.77,1154.52
O000757,2025-02-08,C00144,P0096,1,Priya,5,0.15,87235.37,86133.45
O000758,2024-08-22,C00136,P0067,2,Rahul,6,0.1,44632.73,36438.54
O000759,2025-02-02,C00078,P0072,1,Meena,8,0.0,200791.68,137156.08
O000760,2024-05-24,C00118,P0024,3,Rahul,8,0.05,10587.71,8926.88
O000761,2025-12-28,C00254,P0006,1,Meena,9,0.05,179285.29,152476.02
O000762,2025-02-04,C00076,P0016,1,Rahul,5,0.0,48527.25,32442.15
O000763,2024-06-09,C00261,P0035,1,Meena,10,0.0,229138.2,168756.5
O000764,2025-12-29,C00003,P0068,5,Rahul,7,0.2,148473.47,138485.34
O000765,2024-08-09,C00256,P0087,3,Arun,5,0.1,85492.57,71904.1
O000766,2025-06-10,C00202,P0048,3,Arun,6,0.0,130197.36,92844.0
O000767,2024-03-27,C00246,P0059,5,Sneha,10,0.1,105341.67,83540.3
O000768,2024-10-11,C00023,P0084,5,Priya,6,0.2,51766.99,43988.58
O000769,2025-12-30,C00292,P0017,1,Arun,5,0.0,101425.7,76246.0
O000770,2024-03-03,C00037,P0071,2,Priya,2,0.05,16291.34,13683.36
O000771,2024-06-17,C00205,P0012,2,Rahul,7,0.1,107076.12,89837.86
O000772,2024-09-08,C00079,P0016,2,Priya,5,0.15,41248.16,32442.15
O000773,2025-04-20,C00184,P0086,3,Vikram,4,0.05,33729.18,26652.56
O000774,2025-10-20,C00244,P0035,3,Priya,2,0.1,41244.88,33751.3
O000775,2025-09-02,C00096,P0056,4,Arun,1,0.05,7077.45,5531.98
O000776,2025-12-14,C00115,P0083,5,Rahul,8,0.05,156597.39,139853.84
O000777,2025-05-19,C00043,P0038,5,Arun,8,0.0,179307.92,127724.64
O000778,2025-12-21,C00154,P0032,3,Sneha,10,0.0,11043.5,9490.6
O000779,2024-03-23,C00024,P0066,4,Priya,2,0.05,10325.3,7696.58
O000780,2025-07-06,C00130,P0046,3,Arun,9,0.0,236695.59,179664.66
O000781,2025-07-19,C00237,P0023,5,Priya,1,0.0,15155.87,10183.07
O000782,2025-10-14,C00153,P0041,4,Priya,8,0.1,148010.9,115723.84
O000783,2024-08-24,C00096,P0028,4,Meena,10,0.0,75554.9,58787.4
O000784,2025-06-05,C00223,P0069,4,Arun,1,0.0,11493.3,9440.21
O000785,2025-01-24,C00208,P0085,5,Vikram,8,0.0,176495.04,144578.64
O000786,2025-09-04,C00185,P0089,4,Meena,7,0.15,92674.88,78694.84
O000787,2024-04-02,C00070,P0002,5,Arun,4,0.15,42331.9,41678.4
O000788,2024-07-12,C00075,P0084,4,Meena,9,0.0,97063.11,65982.87
O000789,2024-09-20,C00238,P0019,4,Arun,2,0.0,3419.42,2309.04
O000790,2024-05-27,C00228,P0063,4,Priya,10,0.0,214674.4,181725.5
O000791,2024-09-15,C00201,P0007,1,Arun,7,0.2,95986.86,87896.83
O000792,2025-09-26,C00297,P0077,5,Sneha,1,0.05,1565.49,1383.17
O000793,2025-01-30,C00250,P0030,3,Vikram,1,0.05,23864.31,19505.39
O000794,2024-10-01,C00033,P0035,2,Priya,8,0.0,183310.56,135005.2
O000795,2025-05-03,C00178,P0058,3,Arun,3,0.0,66799.92,54353.73
O000796,2024-06-28,C00177,P0057,4,Rahul,10,0.15,142526.3,123711.9
O000797,2024-10-18,C00240,P0017,5,Meena,7,0.2,113596.78,106744.4
O000798,2025-09-17,C00185,P0061,4,Rahul,10,0.0,272692.7,187103.9
O000799,2025-06-16,C00045,P0086,1,Rahul,4,0.0,35504.4,26652.56
O000800,2025-02-03,C00213,P0064,3,Rahul,9,0.0,192990.96,133316.37
O000801,2024-01-25,C00134,P0046,3,Rahul,9,0.0,236695.59,179664.66
O000802,2024-03-11,C00221,P0015,3,Arun,9,0.0,107011.08,84322.62
O000803,2024-08-18,C00175,P0046,5,Vikram,5,0.15,111772.92,99813.7
O000804,2025-09-29,C00264,P0078,2,Meena,1,0.2,16225.83,13768.56
O000805,2024-12-27,C00235,P0097,1,Vikram,10,0.1,35971.38,26778.4
O000806,2025-11-28,C00288,P0006,2,Rahul,2,0.15,35647.37,33883.56
O000807,2025-11-05,C00081,P0094,4,Priya,9,0.05,113865.05,81481.14
O000808,2025-10-10,C00079,P0083,2,Rahul,2,0.15,35028.36,34963.46
O000809,2024-12-28,C00213,P0099,3,Rahul,8,0.0,163172.72,131949.6
O000810,2025-02-12,C00044,P0035,4,Priya,6,0.1,123734.63,101253.9
O000811,2024-08-09,C00272,P0054,4,Rahul,7,0.05,49198.89,41408.43
O000812,2024-12-07,C00235,P0067,5,Sneha,1,0.05,7852.05,6073.09
O000813,2025-08-07,C00265,P0009,3,Priya,3,0.05,52407.34,37637.73
O000814,2024-11-26,C00019,P0085,1,Rahul,10,0.0,220618.8,180723.3
O000815,2025-05-08,C00267,P0038,3,Meena,9,0.15,171463.2,143690.22
O000816,2025-07-07,C00161,P0045,3,Vikram,10,0.2,13289.76,13862.8
O000817,2025-06-23,C00229,P0083,5,Vikram,10,0.1,185444.28,174817.3
O000818,2025-05-22,C00177,P0084,4,Rahul,5,0.0,53923.95,36657.15
O000819,2025-03-06,C00200,P0093,1,Rahul,9,0.2,84460.54,74394.09
O000820,2024-09-07,C00048,P0066,3,Vikram,6,0.1,29345.6,23089.74
O000821,2024-06-02,C00015,P0070,4,Rahul,5,0.1,90850.95,73313.6
O000822,2025-12-22,C00057,P0094,3,Sneha,9,0.05,113865.05,81481.14
O000823,2024-02-24,C00064,P0058,2,Meena,1,0.05,21153.31,18117.91
O000824,2025-12-20,C00298,P0073,4,Meena,9,0.15,19820.69,16845.66
O000825,2024-07-31,C00154,P0037,3,Meena,10,0.1,71926.74,67251.1
O000826,2025-07-02,C00267,P0095,3,Sneha,9,0.05,161862.87,123319.8
O000827,2025-09-10,C00185,P0059,4,Priya,2,0.0,23409.26,16708.06
O000828,2024-12-18,C00067,P0061,5,Arun,6,0.1,147254.06,112262.34
O000829,2024-12-02,C00287,P0067,2,Sneha,10,0.05,78520.54,60730.9
O000830,2024-12-17,C00226,P0089,5,Priya,7,0.15,92674.88,78694.84
O000831,2024-05-20,C00066,P0063,2,Rahul,9,0.15,164225.92,163552.95
O000832,2024-04-28,C00109,P0059,4,Meena,3,0.2,28091.11,25062.09
O000833,2024-11-09,C00061,P0078,2,Arun,2,0.05,38536.35,27537.12
O000834,2024-09-11,C00268,P0020,3,Sneha,5,0.0,141152.35,96296.55
O000835,2024-02-04,C00074,P0019,4,Priya,1,0.2,1367.77,1154.52
O000836,2024-09-23,C00146,P0028,1,Meena,8,0.0,60443.92,47029.92
O000837,2025-03-13,C00035,P0006,4,Vikram,5,0.05,99602.94,84708.9
O000838,2025-10-29,C00194,P0061,2,Vikram,3,0.1,73627.03,56131.17
O000839,2025-02-12,C00236,P0098,4,Priya,3,0.15,33386.13,28021.89
O000840,2024-10-07,C00210,P0050,3,Priya,6,0.05,160402.39,113030.94
O000841,2025-12-04,C00227,P0095,1,Arun,3,0.1,51114.59,41106.6
O000842,2025-03-30,C00159,P0072,2,Meena,9,0.0,225890.64,154300.59
O000843,2025-12-03,C00278,P0074,4,Vikram,9,0.0,73171.8,59161.41
O000844,2025-01-23,C00010,P0016,3,Vikram,3,0.2,23293.08,19465.29
O000845,2024-08-31,C00106,P0032,2,Vikram,8,0.0,8834.8,7592.48
O000846,2025-03-03,C00165,P0052,2,Priya,1,0.0,26688.0,18683.95
O000847,2024-06-19,C00013,P0068,5,Sneha,2,0.0,53026.24,39567.24
O000848,2024-04-12,C00087,P0037,3,Arun,3,0.0,23975.58,20175.33
O000849,2024-12-06,C00087,P0008,2,Sneha,3,0.0,15523.95,10492.26
O000850,2024-03-06,C00200,P0013,1,Priya,6,0.0,151473.6,114837.06
O000851,2025-11-24,C00062,P0007,2,Vikram,10,0.0,171405.1,125566.9
O000852,2025-02-14,C00259,P0050,5,Sneha,1,0.0,28140.77,18838.49
O000853,2025-03-17,C00034,P0062,2,Arun,5,0.05,90020.38,75774.15
O000854,2025-04-08,C00052,P0032,5,Meena,3,0.0,3313.05,2847.18
O000855,2024-12-05,C00043,P0082,5,Rahul,6,0.05,131804.12,96417.6
O000856,2024-06-09,C00126,P0069,4,Vikram,8,0.0,91946.4,75521.68
O000857,2025-09-03,C00149,P0084,4,Arun,1,0.2,8627.83,7331.43
O000858,2025-01-27,C00129,P0088,4,Sneha,4,0.05,46234.64,36602.52
O000859,2025-02-16,C00024,P0021,3,Vikram,2,0.0,18018.02,12714.78
O000860,2024-11-27,C00063,P0018,2,Sneha,7,0.0,81912.39,65866.36
O000861,2025-02-12,C00163,P0088,4,Meena,5,0.2,48668.04,45753.15
O000862,2025-06-28,C00140,P0032,1,Sneha,6,0.0,6626.1,5694.36
O000863,2025-12-05,C00169,P0003,3,Rahul,1,0.1,5038.69,3761.97
O000864,2024-01-08,C00005,P0087,4,Vikram,8,0.1,136788.12,115046.56
O000865,2025-03-07,C00040,P0069,4,Meena,2,0.05,21837.27,18880.42
O000866,2025-09-04,C00184,P0050,5,Meena,1,0.0,28140.77,18838.49
O000867,2024-11-09,C00099,P0057,1,Sneha,6,0.0,100606.8,74227.14
O000868,2025-09-06,C00156,P0092,4,Priya,6,0.0,131750.76,112208.82
O000869,2025-02-04,C00108,P0001,5,Meena,7,0.0,187198.27,136162.18
O000870,2024-09-02,C00257,P0064,3,Rahul,10,0.1,192990.96,148129.3
O000871,2025-04-19,C00090,P0009,2,Meena,2,0.0,36777.08,25091.82
O000872,2025-11-19,C00117,P0067,4,Sneha,4,0.15,28102.09,24292.36
O000873,2024-01-30,C00273,P0079,3,Vikram,8,0.0,151808.72,102627.36
O000874,2024-12-20,C00027,P0042,5,Priya,5,0.0,33473.7,24788.0
O000875,2025-02-21,C00254,P0047,1,Arun,4,0.0,49584.0,37097.28
O000876,2025-11-10,C00273,P0058,3,Priya,4,0.0,89066.56,72471.64
O000877,2025-10-16,C00013,P0095,5,Meena,7,0.2,106015.45,95915.4
O000878,2025-11-09,C00101,P0022,2,Arun,2,0.0,25286.54,20100.76
O000879,2024-12-23,C00013,P0076,5,Sneha,5,0.0,83660.7,72496.1
O000880,2025-01-21,C00175,P0007,5,Vikram,4,0.2,54849.63,50226.76
O000881,2025-08-11,C00225,P0098,4,Vikram,2,0.0,26185.2,18681.26
O000882,2024-03-08,C00018,P0049,1,Meena,2,0.1,8826.55,7932.88
O000883,2024-03-09,C00227,P0008,1,Meena,7,0.0,36222.55,24481.94
O000884,2025-06-08,C00287,P0007,2,Priya,7,0.0,119983.57,87896.83
O000885,2025-07-26,C00120,P0077,4,Vikram,1,0.05,1565.49,1383.17
O000886,2025-01-15,C00220,P0080,4,Sneha,1,0.05,5115.76,4499.7
O000887,2024-10-10,C00099,P0014,5,Meena,2,0.05,3556.44,3197.02
O000888,2025-09-21,C00294,P0017,4,Sneha,6,0.05,115625.3,91495.2
O000889,2025-07-09,C00228,P0024,4,Arun,1,0.0,1393.12,1115.86
O000890,2025-04-07,C00263,P0084,3,Sneha,10,0.15,91670.72,73314.3
O000891,2025-08-11,C00076,P0061,1,Sneha,5,0.05,129529.03,93551.95
O000892,2024-01-13,C00075,P0008,4,Vikram,1,0.05,4915.92,3497.42
O000893,2024-07-01,C00103,P0082,2,Arun,6,0.0,138741.18,96417.6
O000894,2025-01-23,C00240,P0077,5,Vikram,10,0.2,13183.04,13831.7
O000895,2025-04-28,C00215,P0043,2,Priya,1,0.05,10968.22,8904.62
O000896,2025-11-11,C00115,P0089,5,Vikram,4,0.0,62302.44,44968.48
O000897,2025-07-15,C00170,P0095,5,Priya,3,0.15,48274.89,41106.6
O000898,2024-01-11,C00006,P0010,1,Vikram,2,0.0,38349.5,33061.88
O000899,2024-12-29,C00300,P0098,4,Arun,4,0.0,52370.4,37362.52
O000900,2024-06-14,C00135,P0093,5,Vikram,4,0.0,46922.52,33064.04
O000901,2024-01-28,C00135,P0013,2,Priya,2,0.0,50491.2,38279.02
O000902,2024-07-12,C00234,P0031,4,Sneha,3,0.2,44306.4,45408.18
O000903,2025-12-16,C00223,P0092,2,Rahul,4,0.0,87833.84,74805.88
O000904,2024-11-15,C00192,P0041,2,Meena,4,0.2,65782.62,57861.92
O000905,2025-08-03,C00097,P0069,5,Rahul,6,0.0,68959.8,56641.26
O000906,2025-05-07,C00144,P0017,1,Vikram,8,0.0,162281.12,121993.6
O000907,2024-03-27,C00241,P0085,4,Rahul,9,0.05,188629.07,162650.97
O000908,2025-10-18,C00261,P0048,1,Priya,3,0.0,65098.68,46422.0
O000909,2024-11-12,C00248,P0092,5,Priya,5,0.05,104302.68,93507.35
O000910,2025-05-13,C00299,P0084,2,Rahul,8,0.15,73336.57,58651.44
O000911,2024-11-28,C00157,P0055,3,Vikram,3,0.2,44620.42,39513.15
O000912,2024-11-12,C00282,P0011,1,Sneha,8,0.05,50255.84,43227.36
O000913,2024-07-28,C00022,P0060,3,Sneha,7,0.05,2257.54,1769.95
O000914,2024-12-24,C00189,P0064,1,Priya,1,0.0,21443.44,14812.93
O000915,2024-07-31,C00039,P0046,5,Sneha,9,0.05,224860.81,179664.66
O000916,2025-05-16,C00142,P0030,1,Sneha,1,0.05,23864.31,19505.39
O000917,2024-10-14,C00169,P0033,3,Meena,5,0.0,62805.3,46106.1
O000918,2025-04-20,C00071,P0097,1,Vikram,5,0.0,19984.1,13389.2
O000919,2024-09-18,C00178,P0052,3,Vikram,1,0.05,25353.6,18683.95
O000920,2025-02-17,C00077,P0051,4,Meena,4,0.05,69538.52,55405.04
O000921,2025-02-19,C00283,P0097,1,Priya,6,0.1,21582.83,16067.04
O000922,2024-09-29,C00097,P0055,5,Meena,7,0.0,130142.88,92197.35
O000923,2025-01-05,C00286,P0004,1,Vikram,3,0.0,66512.64,49959.33
O000924,2025-07-17,C00256,P0085,2,Sneha,4,0.05,83835.14,72289.32
O000925,2025-06-13,C00207,P0098,1,Vikram,5,0.0,65463.0,46703.15
O000926,2024-01-30,C00017,P0018,4,Sneha,10,0.1,105315.93,94094.8
O000927,2025-04-19,C00294,P0051,4,Rahul,7,0.0,128097.27,96958.82
O000928,2024-11-21,C00244,P0014,3,Priya,5,0.0,9359.05,7992.55
O000929,2024-04-16,C00284,P0023,5,Priya,1,0.0,15155.87,10183.07
O000930,2024-03-16,C00198,P0037,4,Sneha,9,0.0,71926.74,60525.99
O000931,2024-03-05,C00266,P0002,2,Priya,7,0.0,87153.92,72937.2
O000932,2024-04-22,C00275,P0054,2,Arun,7,0.2,41430.65,41408.43
O000933,2025-10-07,C00067,P0027,5,Meena,8,0.0,87470.72,64812.4
O000934,2025-04-01,C00159,P0076,2,Meena,8,0.0,133857.12,115993.76
O000935,2024-01-12,C00074,P0058,4,Vikram,4,0.05,84613.23,72471.64
O000936,2025-11-04,C00252,P0059,1,Arun,2,0.0,23409.26,16708.06
O000937,2025-10-17,C00234,P0045,4,Meena,5,0.05,7890.8,6931.4
O000938,2025-09-10,C00090,P0054,2,Vikram,7,0.05,49198.89,41408.43
O000939,2025-11-05,C00094,P0090,4,Priya,1,0.0,11499.82,8009.58
O000940,2025-10-10,C00141,P0081,3,Meena,2,0.1,45596.86,39556.86
O000941,2025-07-07,C00112,P0064,2,Vikram,2,0.2,34309.5,29625.86
O000942,2024-03-23,C00054,P0065,3,Sneha,7,0.05,142301.02,123637.92
O000943,2024-08-14,C00260,P0006,1,Arun,8,0.05,159364.7,135534.24
O000944,2025-07-23,C00100,P0051,3,Arun,3,0.0,54898.83,41553.78
O000945,2025-07-24,C00249,P0060,5,Meena,4,0.1,1222.13,1011.4
O000946,2024-12-27,C00242,P0036,2,Rahul,1,0.1,11969.8,9873.46
O000947,2024-06-16,C00064,P0069,2,Rahul,2,0.1,20687.94,18880.42
O000948,2024-01-17,C00140,P0020,1,Rahul,4,0.1,101629.69,77037.24
O000949,2025-10-24,C00273,P0028,3,Arun,9,0.1,61199.47,52908.66
O000950,2025-07-03,C00053,P0050,1,Priya,1,0.05,26733.73,18838.49
O000951,2024-02-25,C00194,P0099,2,Rahul,6,0.15,104022.61,98962.2
O000952,2024-07-04,C00009,P0054,1,Sneha,4,0.1,26633.99,23661.96
O000953,2024-03-10,C00050,P0086,5,Rahul,1,0.05,8432.3,6663.14
O000954,2024-04-19,C00168,P0042,2,Rahul,10,0.0,66947.4,49576.0
O000955,2025-03-09,C00220,P0016,4,Arun,6,0.0,58232.7,38930.58
O000956,2024-01-21,C00162,P0002,4,Priya,4,0.0,49802.24,41678.4
O000957,2025-09-05,C00189,P0006,2,Priya,5,0.1,94360.68,84708.9
O000958,2025-02-08,C00053,P0092,1,Vikram,3,0.0,65875.38,56104.41
O000959,2024-04-08,C00167,P0081,4,Meena,3,0.0,75994.77,59335.29
O000960,2025-05-11,C00163,P0086,4,Sneha,1,0.1,7988.49,6663.14
O000961,2025-04-07,C00196,P0066,1,Rahul,9,0.05,46463.86,34634.61
O000962,2025-12-23,C00120,P0003,4,Arun,5,0.0,27992.7,18809.85
O000963,2024-12-21,C00125,P0080,2,Sneha,8,0.0,43080.08,35997.6
O000964,2024-05-26,C00105,P0083,5,Priya,6,0.0,123629.52,104890.38
O000965,2024-10-02,C00021,P0067,3,Priya,5,0.1,37193.94,30365.45
O000966,2024-07-27,C00170,P0044,5,Vikram,1,0.15,10022.01,8295.99
O000967,2025-05-31,C00128,P0088,2,Rahul,10,0.15,103419.59,91506.3
O000968,2025-02-23,C00094,P0057,4,Arun,8,0.0,134142.4,98969.52
O000969,2024-06-28,C00073,P0027,2,Vikram,9,0.15,83643.88,72913.95
O000970,2025-11-18,C00121,P0065,4,Sneha,3,0.1,57776.36,52987.68
O000971,2024-08-08,C00091,P0078,4,Sneha,10,0.05,192681.76,137685.6
O000972,2025-05-11,C00140,P0062,3,Priya,7,0.0,132661.62,106083.81
O000973,2024-12-30,C00259,P0079,5,Rahul,8,0.0,151808.72,102627.36
O000974,2024-11-17,C00043,P0098,5,Sneha,10,0.05,124379.7,93406.3
O000975,2025-03-17,C00090,P0033,2,Sneha,8,0.0,100488.48,73769.76
O000976,2025-03-23,C00247,P0010,3,Meena,8,0.0,153398.0,132247.52
O000977,2025-11-08,C00003,P0002,5,Meena,6,0.05,70968.19,62517.6
O000978,2025-11-14,C00203,P0096,5,Priya,5,0.1,92366.87,86133.45
O000979,2025-04-10,C00210,P0005,3,Arun,7,0.2,51326.13,45883.74
O000980,2024-06-04,C00224,P0033,4,Meena,6,0.05,71598.04,55327.32
O000981,2025-02-01,C00189,P0090,4,Priya,4,0.0,45999.28,32038.32
O000982,2024-02-11,C00186,P0081,1,Arun,3,0.0,75994.77,59335.29
O000983,2025-01-09,C00076,P0033,1,Vikram,3,0.0,37683.18,27663.66
O000984,2025-08-08,C00197,P0051,2,Arun,9,0.15,139992.02,124661.34
O000985,2025-10-14,C00085,P0055,4,Sneha,9,0.2,133861.25,118539.45
O000986,2025-05-26,C00196,P0076,1,Priya,2,0.0,33464.28,28998.44
O000987,2025-03-30,C00177,P0019,4,Rahul,7,0.1,10771.17,8081.64
O000988,2024-01-10,C00087,P0063,1,Meena,7,0.05,142758.48,127207.85
O000989,2025-05-24,C00221,P0022,3,Rahul,3,0.0,37929.81,30151.14
O000990,2024-06-20,C00057,P0058,3,Rahul,3,0.0,66799.92,54353.73
O000991,2025-07-25,C00099,P0034,3,Priya,8,0.1,169280.28,149101.36
O000992,2025-05-04,C00086,P0011,4,Priya,2,0.0,13225.22,10806.84
O000993,2024-10-20,C00300,P0031,4,Meena,2,0.0,36922.0,30272.12
O000994,2024-08-24,C00004,P0086,4,Arun,2,0.0,17752.2,13326.28
O000995,2025-08-21,C00193,P0078,5,Sneha,8,0.05,154145.4,110148.48
O000996,2024-10-16,C00220,P0044,4,Sneha,6,0.15,60132.06,49775.94
O000997,2025-11-24,C00205,P0049,4,Sneha,6,0.15,25008.56,23798.64
O000998,2024-01-06,C00206,P0093,3,Rahul,1,0.1,10557.57,8266.01
O000999,2025-10-09,C00144,P0090,1,Rahul,6,0.05,65548.97,48057.48
O001000,2025-06-14,C00244,P0066,3,Rahul,1,0.2,4347.5,3848.29
